Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2026-07-13T06:16:22.150Z,,,Included,composer-2.5-fast,No,0,21239,146150,1185,168574,Included
2026-07-13T06:16:44.674Z,,,Included,composer-2.5-fast,No,0,133632,436736,4742,575110,Included
2026-07-13T06:17:45.457Z,,,Included,composer-2.5-fast,No,0,3316,291904,318,295538,Included
2026-07-13T06:21:07.663Z,,,Included,composer-2.5-fast,No,0,116127,280288,16366,412781,Included
2026-07-13T06:26:41.780Z,,,Included,composer-2.5-fast,No,0,27249,230688,635,258572,Included
2026-07-13T06:27:52.453Z,,,Included,cursor-grok-4.5-high-fast,No,0,42233,202624,1607,246464,Included
2026-07-13T06:30:10.002Z,,,Included,cursor-grok-4.5-high-fast,No,0,12144,279168,1886,293198,Included
2026-07-13T06:34:09.411Z,,,Included,cursor-grok-4.5-high-fast,No,0,32600,93056,5242,130898,Included
2026-07-13T06:34:35.679Z,,,Included,cursor-grok-4.5-high-fast,No,0,4711,197248,804,202763,Included
2026-07-13T06:35:53.659Z,,,Included,cursor-grok-4.5-high-fast,No,0,12513,375552,3719,391784,Included
2026-07-13T06:40:39.652Z,,,Included,cursor-grok-4.5-high-fast,No,,,,,,Free
2026-07-13T06:41:10.488Z,,,Included,cursor-grok-4.5-high-fast,No,,,,,,Free
2026-07-13T06:42:30.946Z,,,Included,auto,No,74167,12,500109,14061,588349,Included
2026-07-13T06:46:49.028Z,,,Included,auto,No,,,,,,Free
2026-07-13T06:47:10.455Z,,,Included,auto,No,,,,,,Free
2026-07-13T06:47:33.051Z,,,Included,auto,No,,,,,,Free
2026-07-13T06:48:09.044Z,,,Included,auto,No,0,62035,288892,6120,357047,Included
2026-07-13T06:56:49.584Z,,,Included,auto,No,80160,6,242199,890,323255,Included
2026-07-13T06:59:45.783Z,,,Included,auto,No,25946,6,114028,2770,142750,Included
2026-07-13T07:00:20.565Z,,,Included,auto,No,32202,20,414293,8220,454735,Included
2026-07-13T07:03:22.038Z,,,Included,auto,No,0,34504,83224,1915,119643,Included
2026-07-13T07:04:23.575Z,,,Included,auto,No,0,17523,327441,12606,357570,Included
2026-07-13T07:07:44.604Z,,,Included,auto,No,0,6964,221166,3800,231930,Included
2026-07-13T07:09:47.978Z,,,Included,auto,No,0,11069,502225,5960,519254,Included
2026-07-13T07:12:31.932Z,,,Included,auto,No,0,2423,210740,1469,214632,Included
2026-07-13T07:14:27.674Z,,,Included,auto,No,0,9163,683626,4005,696794,Included
2026-07-13T07:18:45.266Z,,,Included,auto,No,109496,2,28052,1248,138798,Included
2026-07-13T07:19:59.461Z,,,Included,auto,No,1644,2,137548,756,139950,Included
2026-07-13T07:24:19.449Z,,,Included,auto,No,113770,4,165899,3890,283563,Included
2026-07-13T07:35:58.221Z,,,Included,auto,No,116672,2,28005,479,145158,Included
2026-07-13T07:36:31.859Z,,,Included,auto,No,1037,4,289354,2773,293168,Included
2026-07-13T07:38:07.953Z,,,Included,auto,No,0,87239,86051,2256,175546,Included
2026-07-13T07:42:18.815Z,,,Included,auto,No,0,80542,9689,224,90455,Included
2026-07-13T07:43:20.000Z,,,Included,auto,No,,,,,,Free
2026-07-13T07:43:52.255Z,,,Included,composer-2.5-fast,No,0,76788,171506,2227,250521,Included
2026-07-13T07:46:12.541Z,,,Included,composer-2.5-fast,No,0,15580,27104,1857,44541,Included
2026-07-13T07:47:12.699Z,,,Included,composer-2.5-fast,No,0,4582,122230,804,127616,Included
2026-07-13T07:49:14.634Z,,,Included,composer-2.5-fast,No,0,896,53534,468,54898,Included
2026-07-13T07:50:42.731Z,,,Included,auto,No,,,,,,Free
2026-07-13T07:50:58.181Z,,,Included,composer-2.5-fast,No,0,5761,177999,1183,184943,Included
2026-07-13T07:53:34.194Z,,,Included,composer-2.5-fast,No,0,4339,67181,2112,73632,Included
2026-07-13T07:56:21.088Z,,,Included,composer-2.5-fast,No,0,11479,489861,4606,505946,Included
2026-07-13T07:59:14.417Z,,,Included,composer-2.5-fast,No,0,4642,194929,2723,202294,Included
2026-07-13T08:02:32.144Z,,,Included,composer-2.5-fast,No,0,48018,513418,2008,563444,Included
2026-07-13T08:03:50.172Z,,,Included,composer-2.5-fast,No,0,65312,818732,5900,889944,Included
2026-07-13T08:07:56.719Z,,,Included,composer-2.5-fast,No,0,1149,150827,498,152474,Included
2026-07-13T08:08:37.820Z,,,Included,composer-2.5-fast,No,0,543,76134,378,77055,Included
2026-07-13T08:09:08.036Z,,,Included,composer-2.5-fast,No,0,74504,582805,593,657902,Included
2026-07-13T08:13:23.774Z,,,Included,composer-2.5-fast,No,,,,,,Free
2026-07-13T08:14:26.418Z,,,Included,composer-2.5-fast,No,0,1791,507446,663,509900,Included
2026-07-13T08:19:53.843Z,,,Included,composer-2.5-fast,No,0,7555,886808,2034,896397,Included
2026-07-13T08:24:51.286Z,,,Included,composer-2.5-fast,No,0,1430,374550,1603,377583,Included
2026-07-13T08:26:34.857Z,,,Included,composer-2.5-fast,No,0,1146,94639,233,96018,Included
2026-07-13T08:26:52.548Z,,,Included,composer-2.5-fast,No,0,1156,191965,183,193304,Included
2026-07-13T08:27:45.785Z,,,Included,composer-2.5-fast,No,0,6139,705166,1954,713259,Included
2026-07-13T08:30:03.084Z,,,Included,composer-2.5-fast,No,0,11241,755605,6455,773301,Included
2026-07-13T08:49:04.199Z,,,Included,composer-2.5-fast,No,0,12882,29220,303,42405,Included
2026-07-13T08:49:13.576Z,,,Included,composer-2.5-fast,No,0,7800,87772,567,96139,Included
2026-07-13T08:49:34.262Z,,,Included,composer-2.5-fast,No,0,20171,92348,2898,115417,Included
2026-07-13T08:50:13.975Z,,,Included,composer-2.5-fast,No,0,3464,156495,3424,163383,Included
2026-07-13T08:52:27.809Z,,,Included,composer-2.5-fast,No,0,4649,104897,1482,111028,Included
2026-07-13T08:52:55.506Z,,,Included,composer-2.5-fast,No,0,1,37979,889,38869,Included
2026-07-13T08:54:54.130Z,,,Included,composer-2.5-fast,No,0,3368,37979,1834,43181,Included
2026-07-13T08:58:10.227Z,,,Included,composer-2.5-fast,No,0,2773,247823,795,251391,Included
2026-07-13T08:58:11.424Z,,,Included,composer-2.5-fast,No,0,105155,124379,136,229670,Included
2026-07-13T09:02:56.451Z,,,Included,composer-2.5-fast,No,0,3647,130594,1741,135982,Included
2026-07-13T09:04:37.821Z,,,Included,composer-2.5-fast,No,0,6141,143652,2988,152781,Included
2026-07-13T09:05:46.721Z,,,Included,composer-2.5-fast,No,0,1860,265524,927,268311,Included
2026-07-13T09:13:34.332Z,,,Included,composer-2.5-fast,No,0,2619,53783,2602,59004,Included
2026-07-13T09:13:45.398Z,,,Included,composer-2.5-fast,No,0,12542,227705,2305,242552,Included
2026-07-13T09:15:00.604Z,,,Included,composer-2.5-fast,No,0,14638,526187,2841,543666,Included
2026-07-13T09:17:27.426Z,,,Included,composer-2.5-fast,No,0,20182,19328,379,39889,Included
2026-07-13T09:17:54.086Z,,,Included,composer-2.5-fast,No,0,43461,28992,1617,74070,Included
2026-07-13T09:18:47.484Z,,,Included,composer-2.5-fast,No,0,47278,37760,786,85824,Included
2026-07-13T09:19:47.716Z,,,Included,composer-2.5-fast,No,0,3939,85376,351,89666,Included
2026-07-13T09:20:23.402Z,,,Included,composer-2.5-fast,No,0,8410,97632,772,106814,Included
2026-07-13T09:21:29.160Z,,,Included,composer-2.5-fast,No,0,14239,49616,577,64432,Included
2026-07-13T09:21:57.217Z,,,Included,composer-2.5-fast,No,0,6862,127962,5807,140631,Included
2026-07-13T09:23:55.752Z,,,Included,composer-2.5-fast,No,0,1773,61429,2886,66088,Included
2026-07-13T09:24:35.032Z,,,Included,composer-2.5-fast,No,0,3329,93840,3513,100682,Included
2026-07-13T09:25:44.028Z,,,Included,composer-2.5-fast,No,0,1791,173016,1470,176277,Included
2026-07-13T09:31:23.447Z,,,Included,composer-2.5-fast,No,0,5467,72298,3473,81238,Included
2026-07-13T09:31:50.915Z,,,Included,composer-2.5-fast,No,0,5248,172959,4964,183171,Included
2026-07-13T09:32:50.001Z,,,Included,composer-2.5-fast,No,0,1,46481,413,46895,Included
2026-07-13T09:36:30.459Z,,,Included,composer-2.5-fast,No,0,5120,144698,627,150445,Included
2026-07-13T09:38:28.750Z,,,Included,auto,No,29104,8,159988,2915,192015,Included
2026-07-13T09:40:07.123Z,,,Included,composer-2.5-fast,No,0,17336,50999,2182,70517,Included
2026-07-13T09:40:32.278Z,,,"Errored, No Charge",composer-2.5-fast,No,,,,,,Free
2026-07-13T09:40:51.150Z,,,Included,composer-2.5-fast,No,0,6820,69106,2460,78386,Included
2026-07-13T09:41:23.763Z,,,Included,composer-2.5-fast,No,,,,,,Free
2026-07-13T09:41:48.145Z,,,Included,composer-2.5-fast,No,0,8320,127141,3231,138692,Included
2026-07-13T09:43:40.957Z,,,Included,composer-2.5-fast,No,0,2303,58503,510,61316,Included
2026-07-13T09:44:02.672Z,,,Included,composer-2.5-fast,No,0,9853,324651,2278,336782,Included
2026-07-13T09:45:24.288Z,,,Included,composer-2.5-fast,No,0,2310,245206,1422,248938,Included
2026-07-13T09:48:58.761Z,,,Included,composer-2.5-fast,No,0,50486,111008,1904,163398,Included
2026-07-13T09:51:39.560Z,,,Included,composer-2.5-fast,No,0,22710,103527,2793,129030,Included
2026-07-13T09:52:17.707Z,,,Included,composer-2.5-fast,No,0,20631,668672,12219,701522,Included
2026-07-13T09:56:10.008Z,,,Included,composer-2.5-fast,No,0,619,51418,2206,54243,Included
2026-07-13T09:56:25.400Z,,,Included,composer-2.5-fast,No,0,4303,104072,3897,112272,Included
2026-07-13T10:02:15.631Z,,,Included,composer-2.5-fast,No,0,3412,173811,410,177633,Included
2026-07-13T10:04:00.510Z,,,Included,composer-2.5-fast,No,0,107133,1005760,6286,1119179,Included
2026-07-13T10:06:50.234Z,,,Included,composer-2.5-fast,No,0,3069,443360,3236,449665,Included
2026-07-13T10:07:57.038Z,,,Included,composer-2.5-fast,No,0,29,57536,609,58174,Included
2026-07-13T10:10:29.544Z,,,Included,composer-2.5-fast,No,0,1372,116352,311,118035,Included
2026-07-13T10:10:45.602Z,,,Included,composer-2.5-fast,No,0,16051,102784,281,119116,Included
2026-07-13T10:11:22.439Z,,,Included,composer-2.5-fast,No,0,37510,304190,7451,349151,Included
2026-07-13T10:13:02.460Z,,,Included,composer-2.5-fast,No,0,8561,414923,2772,426256,Included
2026-07-13T10:14:24.553Z,,,Included,composer-2.5-fast,No,0,51989,178905,991,231885,Included
2026-07-13T10:15:35.664Z,,,Included,composer-2.5-fast,No,0,4134,179607,1683,185424,Included
2026-07-13T10:16:56.495Z,,,Included,composer-2.5-fast,No,0,4177,127448,710,132335,Included
2026-07-13T10:17:08.209Z,,,Included,composer-2.5-fast,No,0,3142,340478,1738,345358,Included
2026-07-13T10:19:11.531Z,,,Included,composer-2.5-fast,No,0,1154,70166,841,72161,Included
2026-07-13T10:19:32.718Z,,,Included,composer-2.5-fast,No,0,3162,142638,620,146420,Included
2026-07-13T10:19:49.140Z,,,Included,composer-2.5-fast,No,0,2244,454436,1233,457913,Included
2026-07-13T10:21:18.220Z,,,Included,composer-2.5-fast,No,0,69875,86579,1435,157889,Included
2026-07-13T10:22:34.969Z,,,Included,composer-2.5-fast,No,0,3361,159103,931,163395,Included
2026-07-13T10:22:46.775Z,,,Included,composer-2.5-fast,No,0,1,82161,588,82750,Included
2026-07-13T10:23:46.165Z,,,Included,composer-2.5-fast,No,0,914,82161,236,83311,Included
2026-07-13T10:24:09.536Z,,,Included,composer-2.5-fast,No,0,23,83052,409,83484,Included
2026-07-13T10:24:41.528Z,,,Included,composer-2.5-fast,No,0,1,83074,310,83385,Included
2026-07-13T10:25:12.615Z,,,Included,composer-2.5-fast,No,0,7087,76717,170,83974,Included
2026-07-13T10:25:35.049Z,,,Included,composer-2.5-fast,No,0,3239,340828,720,344787,Included
2026-07-13T10:25:59.262Z,,,Included,composer-2.5-fast,No,0,546,173928,266,174740,Included
2026-07-13T10:26:19.484Z,,,Included,composer-2.5-fast,No,0,318,87473,149,87940,Included
2026-07-13T10:34:22.584Z,,,"Errored, No Charge",composer-2.5-fast,No,,,,,,Free
2026-07-13T10:34:44.455Z,,,Included,composer-2.5-fast,No,0,15473,139652,1650,156775,Included
2026-07-13T10:35:26.142Z,,,Included,composer-2.5-fast,No,0,2336,68646,3428,74410,Included
2026-07-13T10:41:17.177Z,,,Included,composer-2.5-fast,No,0,3030,36657,1549,41236,Included
2026-07-13T10:43:27.495Z,,,Included,composer-2.5-fast,No,0,1969,39686,1474,43129,Included
2026-07-13T10:45:55.999Z,,,Included,composer-2.5-fast,No,0,1939,41654,1456,45049,Included
2026-07-13T10:47:21.993Z,,,Included,composer-2.5-fast,No,0,40518,7049,599,48166,Included
2026-07-13T10:47:30.216Z,,,Included,composer-2.5-fast,No,0,60413,124096,1056,185565,Included
2026-07-13T10:47:37.356Z,,,Included,composer-2.5-fast,No,0,21902,65437,932,88271,Included
2026-07-13T10:47:53.702Z,,,Included,composer-2.5-fast,No,0,43551,235776,4478,283805,Included
2026-07-13T10:48:06.086Z,,,Included,composer-2.5-fast,No,0,22667,233906,1278,257851,Included
2026-07-13T10:48:31.727Z,,,Included,composer-2.5-fast,No,0,160,99840,3809,103809,Included
2026-07-13T10:48:52.039Z,,,Included,composer-2.5-fast,No,0,3831,187147,3594,194572,Included
2026-07-13T10:49:32.466Z,,,Included,composer-2.5-fast,No,0,1,49197,3036,52234,Included
2026-07-13T10:49:49.795Z,,,Included,composer-2.5-fast,No,0,22088,409400,6372,437860,Included
2026-07-13T10:49:55.173Z,,,Included,composer-2.5-fast,No,0,3272,50272,68,53612,Included
2026-07-13T10:50:49.917Z,,,Included,composer-2.5-fast,No,0,23061,374679,3028,400768,Included
2026-07-13T10:55:25.200Z,,,Included,composer-2.5-fast,No,0,2325,136025,493,138843,Included
2026-07-13T10:56:01.404Z,,,Included,composer-2.5-fast,No,0,1255,106605,359,108219,Included
2026-07-13T10:58:12.365Z,,,Included,composer-2.5-fast,No,0,12070,224487,3839,240396,Included
2026-07-13T10:58:53.885Z,,,Included,composer-2.5-fast,No,0,3126,81714,490,85330,Included
2026-07-13T11:01:26.515Z,,,Included,composer-2.5-fast,No,0,14616,265209,505,280330,Included
2026-07-13T11:02:39.524Z,,,Included,composer-2.5-fast,No,0,129708,2224366,7988,2362062,Included
2026-07-13T11:05:03.553Z,,,Included,composer-2.5-fast,No,0,13517,1301076,13474,1328067,Included
2026-07-13T11:07:33.118Z,,,Included,composer-2.5-fast,No,0,153061,2967264,9738,3130063,Included
2026-07-13T11:26:44.878Z,,,Included,composer-2.5-fast,No,0,164708,526542,1907,693157,Included
2026-07-13T11:28:07.585Z,,,Included,composer-2.5-fast,No,0,13218,889265,7621,910104,Included
2026-07-13T11:29:19.673Z,,,Included,composer-2.5-fast,No,0,304,366242,2032,368578,Included
2026-07-13T11:30:58.168Z,,,Included,composer-2.5-fast,No,0,13773,73263,2343,89379,Included
2026-07-13T11:31:17.855Z,,,Included,composer-2.5-fast,No,0,184556,0,4404,188960,Included
2026-07-13T11:32:09.732Z,,,Included,composer-2.5-fast,No,0,15429,481854,4344,501627,Included
2026-07-13T11:35:53.187Z,,,Included,composer-2.5-fast,No,0,1853,199440,567,201860,Included
2026-07-13T11:36:48.450Z,,,Included,composer-2.5-fast,No,0,1493,81550,115,83158,Included
2026-07-13T11:40:20.960Z,,,Included,composer-2.5-fast,No,0,27382,833577,11744,872703,Included
2026-07-13T11:49:33.295Z,,,Included,composer-2.5-fast,No,0,2327,211136,1427,214890,Included
2026-07-13T11:52:00.677Z,,,Included,composer-2.5-fast,No,0,16846,812464,9844,839154,Included
2026-07-13T11:54:25.988Z,,,Included,composer-2.5-fast,No,0,1,88736,987,89724,Included
2026-07-13T11:55:17.058Z,,,Included,composer-2.5-fast,No,0,28425,1645267,11946,1685638,Included
2026-07-13T11:58:07.248Z,,,Included,composer-2.5-fast,No,0,1140,242109,505,243754,Included
2026-07-13T12:00:04.177Z,,,"Errored, No Charge",composer-2.5-fast,No,,,,,,Free
2026-07-13T12:00:28.850Z,,,Included,claude-sonnet-5-thinking-high,No,163389,2,28148,232,191771,Included
2026-07-13T12:00:58.564Z,,,Included,claude-sonnet-5-thinking-high,No,23169,4,381949,2408,407530,Included
2026-07-13T12:01:17.551Z,,,Included,claude-sonnet-5-thinking-high,No,12566,10,1089989,11255,1113820,Included
2026-07-13T12:07:12.800Z,,,Included,claude-sonnet-5-thinking-high,No,3175,4,453004,3115,459298,Included
2026-07-13T12:08:28.945Z,,,Included,auto,No,0,127514,124122,543,252179,Included
2026-07-13T12:10:17.741Z,,,Included,auto,No,33639,8,168897,1916,204460,Included
2026-07-13T12:11:03.456Z,,,Included,auto,No,0,59284,946788,9027,1015099,Included
2026-07-13T12:18:33.284Z,,,Included,auto,No,77155,2,28005,5684,110846,Included
2026-07-13T12:19:20.058Z,,,Included,auto,No,27278,10,551507,14894,593689,Included
2026-07-13T12:21:42.418Z,,,Included,auto,No,0,19160,212886,2929,234975,Included
2026-07-13T12:22:26.045Z,,,Included,auto,No,0,5295,398489,3285,407069,Included
2026-07-13T12:25:14.459Z,,,Included,auto,No,0,5457,257410,2385,265252,Included
2026-07-13T12:28:20.380Z,,,Included,auto,No,0,7564,831113,6170,844847,Included
2026-07-13T12:33:13.096Z,,,Included,auto,No,128717,2,28005,171,156895,Included
2026-07-13T12:33:41.969Z,,,Included,auto,No,9054,6,476994,1577,487631,Included
2026-07-13T12:34:28.580Z,,,Included,auto,No,0,17517,859924,6513,883954,Included
2026-07-13T12:36:07.347Z,,,Included,auto,No,0,4079,1039442,3065,1046586,Included
2026-07-13T12:39:47.153Z,,,Included,auto,No,160837,2,28005,235,189079,Included
2026-07-13T12:40:48.770Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-13T12:43:49.820Z,,,Included,composer-2.5-fast,No,0,99021,9664,152,108837,Included
2026-07-13T12:44:08.735Z,,,Included,auto,No,,,,,,Free
2026-07-13T12:44:11.035Z,,,Included,auto,No,,,,,,Free
2026-07-13T12:44:32.539Z,,,Included,composer-2.5-fast,No,0,100854,118560,591,220005,Included
2026-07-13T12:49:17.218Z,,,Included,composer-2.5-fast,No,0,28487,154994,3433,186914,Included
2026-07-13T12:49:51.429Z,,,Included,composer-2.5-fast,No,0,1966,115568,2144,119678,Included
2026-07-13T12:51:28.045Z,,,Included,composer-2.5-fast,No,0,4782,125807,1555,132144,Included
2026-07-13T12:52:41.575Z,,,Included,composer-2.5-fast,No,0,2987,91243,1398,95628,Included
2026-07-13T12:52:53.704Z,,,Included,composer-2.5-fast,No,0,1870,145002,1572,148444,Included
2026-07-13T12:53:47.951Z,,,Included,composer-2.5-fast,No,0,2242,100633,690,103565,Included
2026-07-13T12:56:35.681Z,,,Included,composer-2.5-fast,No,0,7163,219754,2023,228940,Included
2026-07-13T12:58:10.299Z,,,Included,composer-2.5-fast,No,0,14597,664886,8501,687984,Included
2026-07-13T13:00:47.665Z,,,Included,composer-2.5-fast,No,0,643,73754,106,74503,Included
2026-07-13T13:02:10.065Z,,,Included,composer-2.5-fast,No,0,22,74375,117,74514,Included
2026-07-13T13:02:25.938Z,,,Included,composer-2.5-fast,No,0,1,74396,112,74509,Included
2026-07-13T13:03:09.454Z,,,Included,composer-2.5-fast,No,0,2092,74396,478,76966,Included
2026-07-13T13:06:17.981Z,,,Included,composer-2.5-fast,No,0,3248,153556,1838,158642,Included
2026-07-13T13:06:37.106Z,,,Included,composer-2.5-fast,No,0,2873,240778,1945,245596,Included
2026-07-13T13:08:55.636Z,,,Included,composer-2.5-fast,No,0,5853,506336,3184,515373,Included
2026-07-13T13:10:39.762Z,,,Included,composer-2.5-fast,No,0,2386,268859,547,271792,Included
2026-07-13T13:11:25.420Z,,,Included,composer-2.5-fast,No,0,1,90833,203,91037,Included
2026-07-13T13:13:02.730Z,,,Included,composer-2.5-fast,No,0,3930,274977,1461,280368,Included
2026-07-13T13:15:18.779Z,,,Included,composer-2.5-fast,No,0,9821,9688,337,19846,Included
2026-07-13T13:15:25.709Z,,,Included,composer-2.5-fast,No,0,50806,412899,6015,469720,Included
2026-07-13T13:15:48.153Z,,,Included,composer-2.5-fast,No,0,15507,74096,1272,90875,Included
2026-07-13T13:16:12.607Z,,,Included,composer-2.5-fast,No,0,414,49631,350,50395,Included
2026-07-13T13:16:52.170Z,,,Included,composer-2.5-fast,No,0,1,56946,2994,59941,Included
2026-07-13T13:17:01.547Z,,,Included,cursor-grok-4.5-high-fast,No,0,89075,1041408,23739,1154222,Included
2026-07-13T13:17:08.617Z,,,Included,composer-2.5-fast,No,0,77186,198432,1464,277082,Included
2026-07-13T13:17:50.027Z,,,Included,composer-2.5-fast,No,0,29342,251072,1176,281590,Included
2026-07-13T13:18:17.861Z,,,Included,composer-2.5-fast,No,0,6249,368576,1407,376232,Included
2026-07-13T13:19:02.742Z,,,Included,composer-2.5-fast,No,0,9243,257088,5365,271696,Included
2026-07-13T13:30:29.814Z,,,Included,cursor-grok-4.5-high-fast,No,0,6990,246144,334,253468,Included
2026-07-13T13:31:58.505Z,,,Included,cursor-grok-4.5-high-fast,No,0,43607,175232,1756,220595,Included
2026-07-13T13:32:37.945Z,,,Included,cursor-grok-4.5-high-fast,No,0,2680,82944,2007,87631,Included
2026-07-13T13:33:11.123Z,,,Included,cursor-grok-4.5-high-fast,No,0,1,44032,1671,45704,Included
2026-07-13T13:35:02.915Z,,,Included,cursor-grok-4.5-high-fast,No,0,4550,89984,1087,95621,Included
2026-07-13T13:36:45.563Z,,,Included,cursor-grok-4.5-high-fast,No,0,123,48384,1020,49527,Included
2026-07-13T13:38:28.945Z,,,Included,cursor-grok-4.5-high-fast,No,0,1446,48384,174,50004,Included
2026-07-13T13:39:10.391Z,,,Included,cursor-grok-4.5-high-fast,No,0,9400,153472,2833,165705,Included
2026-07-13T13:39:35.243Z,,,Included,cursor-grok-4.5-high-fast,No,0,25908,716032,11324,753264,Included
2026-07-13T13:45:01.516Z,,,Included,cursor-grok-4.5-high-fast,No,0,1786,253824,1457,257067,Included
2026-07-13T13:46:36.069Z,,,Included,cursor-grok-4.5-high-fast,No,0,2245,258304,2089,262638,Included
2026-07-13T13:53:58.240Z,,,Included,cursor-grok-4.5-high-fast,No,0,1925,264704,683,267312,Included
2026-07-13T13:55:21.548Z,,,Included,cursor-grok-4.5-high-fast,No,0,874,89472,530,90876,Included
2026-07-13T13:56:36.577Z,,,Included,cursor-grok-4.5-high-fast,No,0,2244,181376,303,183923,Included
2026-07-13T13:56:49.223Z,,,"Errored, No Charge",cursor-grok-4.5-high-fast,No,,,,,,Free
2026-07-13T13:58:18.934Z,,,Included,cursor-grok-4.5-high-fast,No,0,5028,554496,2498,562022,Included
2026-07-13T14:01:39.442Z,,,Included,cursor-grok-4.5-high-fast,No,0,1475,378624,747,380846,Included
2026-07-13T14:04:48.479Z,,,Included,cursor-grok-4.5-high-fast,No,0,3450,287360,750,291560,Included
2026-07-13T14:13:11.342Z,,,"Errored, No Charge",cursor-grok-4.5-high-fast,No,,,,,,Free
2026-07-13T14:13:19.505Z,,,Included,cursor-grok-4.5-high-fast,No,0,26320,225536,3309,255165,Included
2026-07-13T14:14:36.123Z,,,Included,cursor-grok-4.5-high-fast,No,0,13312,357120,3572,374004,Included
2026-07-13T14:16:21.515Z,,,Included,cursor-grok-4.5-high-fast,No,0,5220,228736,2765,236721,Included
2026-07-13T14:17:56.892Z,,,Included,cursor-grok-4.5-high-fast,No,0,4880,121088,1273,127241,Included
2026-07-13T14:18:34.134Z,,,Included,cursor-grok-4.5-high-fast,No,0,1964,129920,343,132227,Included
2026-07-13T14:19:26.850Z,,,Included,gpt-5.6-sol-medium,No,64125,6,63833,299,128263,Included
2026-07-13T14:19:41.706Z,,,Included,gpt-5.6-sol-medium,No,3655,21,453873,1477,459026,Included
2026-07-13T14:21:05.410Z,,,Included,gpt-5.6-sol-medium,No,7666,21,500454,2366,510507,Included
2026-07-13T14:23:27.225Z,,,Included,gpt-5.6-sol-medium,No,2414,12,305263,1787,309476,Included
2026-07-13T14:24:21.247Z,,,Included,gpt-5.6-sol-medium,No,335,6,155136,678,156155,Included
2026-07-13T14:24:54.426Z,,,Included,gpt-5.6-sol-medium,No,5385,18,481377,2024,488804,Included
2026-07-13T14:26:36.960Z,,,Included,auto,No,107914,6,295707,1547,405174,Included
2026-07-13T14:27:27.386Z,,,Included,auto,No,0,77823,153097,1371,232291,Included
2026-07-13T14:28:14.398Z,,,Included,auto,No,0,4432,714505,1645,720582,Included
2026-07-13T14:31:27.270Z,,,Included,auto,No,116227,2,28005,270,144504,Included
2026-07-13T14:32:00.634Z,,,Included,auto,No,,,,,,Free
2026-07-13T14:32:16.602Z,,,Included,auto,No,,,,,,Free
2026-07-13T14:32:20.977Z,,,Included,auto,No,,,,,,Free
2026-07-13T14:32:50.074Z,,,Included,auto,No,,,,,,Free
2026-07-13T14:33:14.338Z,,,Included,auto,No,8574,8,129432,1048,139062,Included
2026-07-13T14:35:40.198Z,,,Included,auto,No,0,19573,10,170,19753,Included
2026-07-13T14:40:08.381Z,,,Included,auto,No,27304,6,130817,644,158771,Included
2026-07-13T14:40:44.847Z,,,Included,auto,No,0,16277,41475,394,58146,Included
2026-07-13T18:14:09.784Z,,,Included,auto,No,64234,16,508987,13105,586342,Included
2026-07-13T18:14:29.032Z,,,Included,auto,No,94413,22,778071,15527,888033,Included
2026-07-13T18:21:35.475Z,,,Included,cursor-grok-4.5-high-fast,No,0,51261,341760,9659,402680,Included
2026-07-13T18:23:36.283Z,,,Included,cursor-grok-4.5-high-fast,No,0,19767,1059456,8311,1087534,Included
2026-07-13T18:27:29.573Z,,,Included,cursor-grok-4.5-high-fast,No,0,2739,160128,846,163713,Included
2026-07-13T18:28:32.939Z,,,Included,cursor-grok-4.5-high-fast,No,0,1004,165632,229,166865,Included
2026-07-13T18:31:53.544Z,,,Included,cursor-grok-4.5-high-fast,No,0,6969,254720,980,262669,Included
2026-07-13T18:33:22.990Z,,,Included,cursor-grok-4.5-high-fast,No,0,2953,90112,2297,95362,Included
2026-07-13T18:35:36.113Z,,,Included,cursor-grok-4.5-high-fast,No,0,9212,869888,4871,883971,Included
2026-07-13T18:44:18.675Z,,,Included,cursor-grok-4.5-high-fast,No,0,5273,410240,652,416165,Included
2026-07-13T18:54:03.334Z,,,Included,cursor-grok-4.5-high-fast,No,0,37194,94464,4759,136417,Included
2026-07-13T18:54:12.360Z,,,Included,cursor-grok-4.5-high-fast,No,0,44144,191744,2739,238627,Included
2026-07-13T18:54:12.382Z,,,Included,composer-2.5-fast,No,0,85902,380704,7054,473660,Included
2026-07-13T18:59:08.408Z,,,Free,cursor-grok-4.5-high-fast,No,0,14549,132992,5523,153064,Free
2026-07-13T19:02:36.345Z,,,Free,cursor-grok-4.5-high-fast,No,0,6842,280192,2438,289472,Free
2026-07-13T19:04:39.745Z,,,Free,cursor-grok-4.5-high-fast,No,0,1939,121472,897,124308,Free
2026-07-13T19:05:36.441Z,,,Free,cursor-grok-4.5-high-fast,No,0,4611,189952,2096,196659,Free
2026-07-13T19:08:46.716Z,,,Free,cursor-grok-4.5-high-fast,No,0,6929,275328,4247,286504,Free
2026-07-13T19:10:04.742Z,,,Free,cursor-grok-4.5-high-fast,No,0,94737,1449472,14395,1558604,Free
2026-07-13T19:13:04.638Z,,,Free,cursor-grok-4.5-high-fast,No,0,36231,171520,1888,209639,Free
2026-07-13T19:15:11.420Z,,,Free,cursor-grok-4.5-high-fast,No,0,6071,155136,1378,162585,Free
